"","tagid","survey_name","SPPA_1","SPPA_10","SPPA_11","SPPA_12","SPPA_13","SPPA_14","SPPA_15","SPPA_16","SPPA_17","SPPA_18","SPPA_19","SPPA_2","SPPA_20","SPPA_21","SPPA_22","SPPA_23","SPPA_24","SPPA_25","SPPA_26","SPPA_27","SPPA_28","SPPA_29","SPPA_3","SPPA_30","SPPA_31","SPPA_32","SPPA_33","SPPA_34","SPPA_35","SPPA_36","SPPA_37","SPPA_38","SPPA_39","SPPA_4","SPPA_40","SPPA_41","SPPA_42","SPPA_43","SPPA_44","SPPA_45","SPPA_46","SPPA_47","SPPA_48","SPPA_49","SPPA_5","SPPA_50","SPPA_51","SPPA_52","SPPA_53","SPPA_54","SPPA_55","SPPA_56","SPPA_57","SPPA_58","SPPA_59","SPPA_6","SPPA_60","SPPA_61","SPPA_62","SPPA_63","SPPA_64","SPPA_65","SPPA_66","SPPA_67","SPPA_68","SPPA_69","SPPA_7","SPPA_70","SPPA_71","SPPA_8","SPPA_9","SPPA_RA_72","SPPA_RA_73","SPPA_RA_74","SPPA_RA_75","SPPA_RA_76","SPPA_RA_77","SPPA_RA_78","SPPA_RA_79","SPPA_RA_80","survey_type","survey_date","ha1","ha2","ha3","ha4","ha6","ha7","ha8","ha9","ha10","ha11","ha12","ha13","ha15","ha16","ha17","ha18","ha19","ha20","ha21","ha22","ha24","ha25","ha26","ha27","ha28","ha29","ha30","ha31","ha33","ha34","ha35","ha36","ha37","ha38","ha39","ha40","ha42","ha43","ha44","ha45","SPPA_scholasticcomp_total","SPPA_socialcomp_total","SPPA_athleticcomp_total","SPPA_physicalappear_total","SPPA_romanticappeal_total","SPPA_behavconduct_total","SPPA_closefriend_total","SPPA_globalselfworth_total","SPPA_scholasticcomp_mean","SPPA_socialcomp_mean","SPPA_athleticcomp_mean","SPPA_physicalappear_mean","SPPA_romanticappeal_mean","SPPA_behavconduct_mean","SPPA_closefriend_mean","SPPA_globalselfworth_mean","SPPA_scholasticcomp_N","SPPA_scholasticcomp_missing","SPPA_scholasticcomp_missing_perc","SPPA_socialcomp_N","SPPA_socialcomp_missing","SPPA_socialcomp_missing_perc","SPPA_athleticcomp_N","SPPA_athleticcomp_missing","SPPA_athleticcomp_missing_perc","SPPA_physicalappear_N","SPPA_physicalappear_missing","SPPA_physicalappear_missing_perc","SPPA_romanticappeal_N","SPPA_romanticappeal_missing","SPPA_romanticappeal_missing_perc","SPPA_behavconduct_N","SPPA_behavconduct_missing","SPPA_behavconduct_missing_perc","SPPA_closefriend_N","SPPA_closefriend_missing","SPPA_closefriend_missing_perc","SPPA_globalselfworth_N","SPPA_globalselfworth_missing","SPPA_globalselfworth_missing_perc"
"12","TAG019","W2 Home Qs - Current V1",1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-10-08",3,1,1,3,NA,4,2,2,1,3,2,4,NA,3,1,3,3,3,1,3,NA,2,2,2,2,3,2,3,NA,3,2,3,2,2,2,3,NA,3,4,3,11,12,8,16,NA,15,11,13,2.2,2.4,1.6,3.2,NA,3,2.2,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"13","TAG020","W2 Home Qs - Current V1",1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-09-15",4,4,4,4,NA,3,4,3,1,4,4,4,NA,4,4,4,3,4,3,4,NA,3,4,4,3,4,4,3,NA,3,4,3,3,4,4,3,NA,3,4,4,14,20,19,18,NA,16,20,18,2.8,4,3.8,3.6,NA,3.2,4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"14","TAG022","W2 Home Qs - Current V1",1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-30",3,4,2,4,NA,4,4,4,2,4,2,4,NA,3,1,4,2,4,2,2,NA,4,4,4,3,4,4,4,NA,4,4,4,4,3,2,4,NA,4,3,4,14,19,12,18,NA,19,16,20,2.8,3.8,2.4,3.6,NA,3.8,3.2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"15","TAG026","W2 Home Qs - Current V1",1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-09",4,4,3,2,NA,4,4,4,4,3,2,3,NA,4,4,3,1,4,4,4,NA,3,4,4,4,4,4,2,NA,4,4,4,3,3,4,2,NA,4,4,3,16,18,17,13,NA,19,20,18,3.2,3.6,3.4,2.6,NA,3.8,4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"16","TAG027","W2 Home Qs - Current V1",1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-01-17",3,1,1,2,NA,4,1,1,2,1,1,2,NA,4,1,2,4,3,1,1,NA,1,1,1,4,1,1,1,NA,4,1,2,3,4,1,2,NA,4,2,1,16,10,5,8,NA,17,6,7,3.2,2,1,1.6,NA,3.4,1.2,1.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"17","TAG028","W2 Home Qs - Current V1",2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-02-16",2,2,4,1,NA,4,4,1,1,4,4,1,NA,1,4,4,1,4,1,1,NA,4,4,1,1,4,4,1,NA,1,1,2,1,4,4,1,NA,3,3,2,6,18,17,5,NA,13,16,10,1.2,3.6,3.4,1,NA,2.6,3.2,2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"18","TAG030","W2 Home Qs - Current V1",1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-08-22",4,4,3,4,NA,4,4,4,3,3,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,19,19,17,20,NA,20,20,20,3.8,3.8,3.4,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"19","TAG032","W2 Home Qs - Current V1",1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-02-08",3,3,1,1,NA,3,2,1,4,3,1,1,NA,3,2,1,4,3,1,1,NA,3,2,1,3,2,1,1,NA,3,2,2,2,1,1,1,NA,3,4,1,16,12,5,5,NA,15,12,6,3.2,2.4,1,1,NA,3,2.4,1.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"20","TAG033","W2 Home Qs - Current V1",2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-09-15",1,3,1,1,NA,4,4,1,4,3,1,1,NA,4,2,2,4,4,1,1,NA,1,4,1,4,3,2,2,NA,4,2,1,4,1,1,1,NA,3,1,4,17,14,6,6,NA,16,13,9,3.4,2.8,1.2,1.2,NA,3.2,2.6,1.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"21","TAG034","W2 Home Qs - Current V1",2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-10-07",2,3,3,2,NA,3,1,2,1,3,2,2,NA,3,1,3,4,4,2,3,NA,3,1,3,2,3,2,2,NA,3,1,3,1,2,2,2,NA,3,1,2,10,15,11,11,NA,15,5,13,2,3,2.2,2.2,NA,3,1,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"22","TAG036","W2 Home Qs - Current V1",1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-02-15",3,4,1,4,NA,4,4,4,1,4,2,4,NA,4,4,4,4,4,1,4,NA,3,4,4,4,4,1,3,NA,4,4,4,4,3,2,4,NA,4,4,4,16,19,7,19,NA,19,20,20,3.2,3.8,1.4,3.8,NA,3.8,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"23","TAG037","W2 Home Qs - Current V1",1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-10-24",4,4,3,4,NA,4,4,4,3,4,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,3,3,4,NA,4,4,4,19,19,15,20,NA,20,20,20,3.8,3.8,3,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"24","TAG038","W2 Home Qs - Current V1",1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-03-23",3,2,2,2,NA,4,4,1,2,3,2,1,NA,2,2,2,4,2,4,1,NA,4,3,4,1,4,1,4,NA,1,1,4,4,4,1,4,NA,4,1,4,14,15,10,12,NA,15,11,15,2.8,3,2,2.4,NA,3,2.2,3,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"25","TAG040","W2 Home Qs - Current V1",2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-04-20",2,3,3,3,NA,2,3,3,2,3,4,2,NA,1,4,2,3,4,3,2,NA,2,3,2,2,3,2,3,NA,1,2,3,2,4,4,3,NA,1,4,2,11,17,16,13,NA,7,16,12,2.2,3.4,3.2,2.6,NA,1.4,3.2,2.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"26","TAG041","W2 Home Qs - Current V1",1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-12-16",4,4,3,3,NA,3,3,4,4,4,3,3,NA,1,4,1,4,4,4,3,NA,3,4,4,4,4,3,3,NA,2,4,2,4,4,3,2,NA,3,4,3,20,20,16,14,NA,12,19,14,4,4,3.2,2.8,NA,2.4,3.8,2.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"27","TAG042","W2 Home Qs - Current V1",2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2018-02-14",1,1,1,4,NA,4,1,2,3,1,1,3,NA,3,3,3,3,2,1,3,NA,4,1,3,4,3,3,3,NA,4,1,4,2,1,4,3,NA,4,1,4,13,8,10,16,NA,19,7,16,2.6,1.6,2,3.2,NA,3.8,1.4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"28","TAG044","W2 Home Qs - Current V1",2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-11-10",2,1,1,1,NA,3,1,1,1,3,1,1,NA,2,1,3,2,3,2,1,NA,3,3,1,2,3,2,1,NA,4,1,1,2,1,1,1,NA,4,3,1,9,11,7,5,NA,16,9,7,1.8,2.2,1.4,1,NA,3.2,1.8,1.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"29","TAG045","W2 Home Qs - Current V1",1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-12-03",4,4,4,4,NA,4,3,4,2,3,4,4,NA,3,4,4,4,4,3,4,NA,4,4,4,4,4,4,4,NA,4,1,4,4,4,4,4,NA,4,4,4,18,19,19,20,NA,19,16,20,3.6,3.8,3.8,4,NA,3.8,3.2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
